BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	source_name	treatment	group
SAMN04100744	SRR2480691	2016-01-28T00:40:03Z	2015-09-22T11:55:02Z	31446654	1572332700	0	50	949		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2480691/SRR2480691.1	SRX1272326		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063978	PRJNA296593	2	296593	SRS1079422	simple	9606	Homo sapiens	GSM1890676							no					GEO	SRA300063		public	13CEE02D18AF16761636475E318C7226	B6238D00C6D4CD42E8BF77EA5D622E9E	4100744	HCT116 NTC 1	Genentech	9606	SRS1079422	GSM1890676	HCT116	HCT116	NTC	HCT116.NTC
SAMN04100745	SRR2480692	2016-01-28T00:40:03Z	2015-09-22T12:04:36Z	32009943	1600497150	0	50	965		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2480692/SRR2480692.1	SRX1272327		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063978	PRJNA296593	2	296593	SRS1079421	simple	9606	Homo sapiens	GSM1890677							no					GEO	SRA300063		public	CB18EDBE9890E03A855360E8A9005B83	C1CF91D1F88537DF2DD23579C27A5433	4100745	HCT116 NTC 2	Genentech	9606	SRS1079421	GSM1890677	HCT116	HCT116	NTC	HCT116.NTC
SAMN04100746	SRR2480693	2016-01-28T00:40:03Z	2015-09-22T12:04:46Z	31320441	1566022050	0	50	952		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2480693/SRR2480693.1	SRX1272328		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063978	PRJNA296593	2	296593	SRS1079420	simple	9606	Homo sapiens	GSM1890678							no					GEO	SRA300063		public	BF84338610C54E3C111A0668188D38F2	3538388EFD92F0BE54A77C4227355D5E	4100746	HCT116 NTC 3	Genentech	9606	SRS1079420	GSM1890678	HCT116	HCT116	NTC	HCT116.NTC
SAMN04100747	SRR2480694	2016-01-28T00:40:03Z	2015-09-22T12:09:27Z	28917465	1445873250	0	50	873		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2480694/SRR2480694.1	SRX1272329		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063978	PRJNA296593	2	296593	SRS1079419	simple	9606	Homo sapiens	GSM1890679							no					GEO	SRA300063		public	823993AB4A1FC433ABC1560E2572336C	1FBAAB257EC9CBC99CDF92028874D39F	4100747	HCT116 shBRD4.7 1	Genentech	9606	SRS1079419	GSM1890679	HCT116	HCT116	shRNA BRD4 (7)	HCT116.shRNA_BRD4_7
SAMN04100748	SRR2480695	2016-01-28T00:40:03Z	2015-09-22T12:04:40Z	28994701	1449735050	0	50	874		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2480695/SRR2480695.1	SRX1272330		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063978	PRJNA296593	2	296593	SRS1079418	simple	9606	Homo sapiens	GSM1890680							no					GEO	SRA300063		public	614F4D9DE0F3CD5AE22D616DE7CA3BE3	6E323AC4BC8C958A64A16345E6F13494	4100748	HCT116 shBRD4.7 2	Genentech	9606	SRS1079418	GSM1890680	HCT116	HCT116	shRNA BRD4 (7)	HCT116.shRNA_BRD4_7
SAMN04100749	SRR2480696	2016-01-28T00:40:03Z	2015-09-22T12:02:46Z	29083997	1454199850	0	50	877		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2480696/SRR2480696.1	SRX1272331		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063978	PRJNA296593	2	296593	SRS1079417	simple	9606	Homo sapiens	GSM1890681							no					GEO	SRA300063		public	D0CEA3B11C2E992555EA2F8D06F8E784	E5151D93DDB1D05B8E5A58F551BEA07C	4100749	HCT116 shBRD4.7 3	Genentech	9606	SRS1079417	GSM1890681	HCT116	HCT116	shRNA BRD4 (7)	HCT116.shRNA_BRD4_7
SAMN04100750	SRR2480697	2016-01-28T00:40:03Z	2015-09-22T12:03:37Z	31402659	1570132950	0	50	946		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2480697/SRR2480697.1	SRX1272332		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063978	PRJNA296593	2	296593	SRS1079416	simple	9606	Homo sapiens	GSM1890682							no					GEO	SRA300063		public	972A4A4EAAA0694612231C8271B580E9	0FC858CDAEEF00A60FF63BB4EDEB6330	4100750	HCT116 shBRD4.8 1	Genentech	9606	SRS1079416	GSM1890682	HCT116	HCT116	shRNA BRD4 (8)	HCT116.shRNA_BRD4_8
SAMN04100751	SRR2480698	2016-01-28T00:40:03Z	2015-09-22T12:02:38Z	28576797	1428839850	0	50	866		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2480698/SRR2480698.1	SRX1272333		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063978	PRJNA296593	2	296593	SRS1079414	simple	9606	Homo sapiens	GSM1890683							no					GEO	SRA300063		public	9118593332BF820BC1048684F5D4EC3A	7E1F3B99C44F2E650F095F72EE76CABA	4100751	HCT116 shBRD4.8 2	Genentech	9606	SRS1079414	GSM1890683	HCT116	HCT116	shRNA BRD4 (8)	HCT116.shRNA_BRD4_8
SAMN04100752	SRR2480699	2016-01-28T00:40:03Z	2015-09-22T12:02:55Z	32212217	1610610850	0	50	971		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2480699/SRR2480699.1	SRX1272334		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063978	PRJNA296593	2	296593	SRS1079415	simple	9606	Homo sapiens	GSM1890684							no					GEO	SRA300063		public	CDB9CAC5F81BD6B6BC8DB044404EFD49	7B6A852E3478C97DFB9851531E4D0CD0	4100752	HCT116 shBRD4.8 3	Genentech	9606	SRS1079415	GSM1890684	HCT116	HCT116	shRNA BRD4 (8)	HCT116.shRNA_BRD4_8
SAMN04100753	SRR2480700	2016-01-28T00:40:03Z	2015-09-22T12:05:51Z	30517099	1525854950	0	50	919		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2480700/SRR2480700.1	SRX1272335		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063978	PRJNA296593	2	296593	SRS1079413	simple	9606	Homo sapiens	GSM1890685							no					GEO	SRA300063		public	8C11638981D0EB3EFC332659D2A37F83	A6DB39332E96802214E60F9F7DCF62CF	4100753	HT-29 NTC 1	Genentech	9606	SRS1079413	GSM1890685	HT-29	HT-29	NTC	HT29.NTC
SAMN04100754	SRR2480701	2016-01-28T00:40:03Z	2015-09-22T12:02:45Z	29131182	1456559100	0	50	879		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2480701/SRR2480701.1	SRX1272336		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063978	PRJNA296593	2	296593	SRS1079445	simple	9606	Homo sapiens	GSM1890686							no					GEO	SRA300063		public	B4241CB9F326ABC369071BB043D29E0E	F07558A76A34CE7899A3E247D35A45F7	4100754	HT-29 NTC 2	Genentech	9606	SRS1079445	GSM1890686	HT-29	HT-29	NTC	HT29.NTC
SAMN04100755	SRR2480702	2016-01-28T00:40:03Z	2015-09-22T12:02:59Z	28307602	1415380100	0	50	853		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2480702/SRR2480702.1	SRX1272337		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063978	PRJNA296593	2	296593	SRS1079444	simple	9606	Homo sapiens	GSM1890687							no					GEO	SRA300063		public	424A6FC1283CB91BC0F188099321CC06	8FE3489C3B8CAABAB2F1F74F5531F919	4100755	HT-29 NTC 3	Genentech	9606	SRS1079444	GSM1890687	HT-29	HT-29	NTC	HT29.NTC
SAMN04100756	SRR2480703	2016-01-28T00:40:03Z	2015-09-22T12:03:17Z	30581360	1529068000	0	50	927		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2480703/SRR2480703.1	SRX1272338		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063978	PRJNA296593	2	296593	SRS1079443	simple	9606	Homo sapiens	GSM1890688							no					GEO	SRA300063		public	1945B8C2AB37842AED266733AAC35994	7F21D15F0E2E54A767F6658811E95E37	4100756	HT-29 shBRD4.7 1	Genentech	9606	SRS1079443	GSM1890688	HT-29	HT-29	shRNA BRD4 (7)	HT29.shRNA_BRD4_7
