Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR21829047,2023-05-17 18:56:38,2022-10-06 13:53:47,25059892,3806403916,25059892,151,1544,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21829/SRR21829047/SRR21829047.lite.1,SRX17818230,GSM6618475,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP401325,PRJNA887761,3,887761,SRS15342184,SAMN31184587,simple,9606,Homo sapiens,GSM6618475,,,,,,,no,,,,,NENCKI INSTITUTE OF EXPERIMENTAL BIOLOGY,SRA1515060,,public,04180C73E3499D82E2B9A2E901034F1C,44F6196B9EEEE1DDE918E99245C7BF98
SRR21829046,2023-05-17 18:56:38,2022-10-06 13:59:54,24362057,3700401637,24362057,151,1503,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-zq-20/SRR021/21829/SRR21829046/SRR21829046.lite.1,SRX17818231,GSM6618476,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP401325,PRJNA887761,3,887761,SRS15342185,SAMN31184586,simple,9606,Homo sapiens,GSM6618476,,,,,,,no,,,,,NENCKI INSTITUTE OF EXPERIMENTAL BIOLOGY,SRA1515060,,public,08D461ED79639405B689F293C4878803,59B813807D6A8FB21EF4B49A54D11136
SRR21829045,2023-05-17 18:56:38,2022-10-06 13:50:03,23934430,3635355664,23934430,151,1482,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21829/SRR21829045/SRR21829045.lite.1,SRX17818232,GSM6618477,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP401325,PRJNA887761,3,887761,SRS15342186,SAMN31184585,simple,9606,Homo sapiens,GSM6618477,,,,,,,no,,,,,NENCKI INSTITUTE OF EXPERIMENTAL BIOLOGY,SRA1515060,,public,F1FC4FE09238E25AD2CBA0B80D5E59C0,BA006AC9B15E649C7742D00793CE257A
SRR21829044,2023-05-17 18:56:38,2022-10-06 13:54:48,26486698,4023127252,26486698,151,1636,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21829/SRR21829044/SRR21829044.lite.1,SRX17818233,GSM6618478,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP401325,PRJNA887761,3,887761,SRS15342187,SAMN31184584,simple,9606,Homo sapiens,GSM6618478,,,,,,,no,,,,,NENCKI INSTITUTE OF EXPERIMENTAL BIOLOGY,SRA1515060,,public,F545CF4BAE4315735E794661440B15D9,3181420392E724CA468991780BD706D7
SRR21829043,2023-05-17 18:56:38,2022-10-06 13:50:52,21264501,3229870098,21264501,151,1315,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21829/SRR21829043/SRR21829043.lite.1,SRX17818234,GSM6618479,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP401325,PRJNA887761,3,887761,SRS15342188,SAMN31184583,simple,9606,Homo sapiens,GSM6618479,,,,,,,no,,,,,NENCKI INSTITUTE OF EXPERIMENTAL BIOLOGY,SRA1515060,,public,FD802AB435D2B20B625587BFD74DB833,54B872F315B5F7E6E019274C058B7123
SRR21829042,2023-05-17 18:56:38,2022-10-06 13:55:43,22378427,3398940009,22378427,151,1390,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21829/SRR21829042/SRR21829042.lite.1,SRX17818235,GSM6618480,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP401325,PRJNA887761,3,887761,SRS15342189,SAMN31184582,simple,9606,Homo sapiens,GSM6618480,,,,,,,no,,,,,NENCKI INSTITUTE OF EXPERIMENTAL BIOLOGY,SRA1515060,,public,F708B1F0428A36FC1994C87007263FBA,F0B895C1432ACAD6C434B4892B6DEB8B
SRR21829041,2023-05-17 18:56:38,2022-10-06 13:47:44,23773664,3611056469,23773664,151,1471,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21829/SRR21829041/SRR21829041.lite.1,SRX17818236,GSM6618481,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP401325,PRJNA887761,3,887761,SRS15342190,SAMN31184581,simple,9606,Homo sapiens,GSM6618481,,,,,,,no,,,,,NENCKI INSTITUTE OF EXPERIMENTAL BIOLOGY,SRA1515060,,public,53F2C0C5F1DDC1F8C8E6D8C565885DEB,80DC10A999F483A580FF00725AF36E27
SRR21829040,2023-05-17 18:56:38,2022-10-06 13:49:05,21437363,3256158237,21437363,151,1324,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21829/SRR21829040/SRR21829040.lite.1,SRX17818237,GSM6618482,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP401325,PRJNA887761,3,887761,SRS15342191,SAMN31184580,simple,9606,Homo sapiens,GSM6618482,,,,,,,no,,,,,NENCKI INSTITUTE OF EXPERIMENTAL BIOLOGY,SRA1515060,,public,5E8F808F197880B4F5BF875EBF14A30A,040BE35FBB4F7BC38378A81D18E3C4CE
SRR21829039,2023-05-17 18:56:38,2022-10-06 13:50:19,24584846,3734083018,24584846,151,1527,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21829/SRR21829039/SRR21829039.lite.1,SRX17818238,GSM6618483,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP401325,PRJNA887761,3,887761,SRS15342192,SAMN31184579,simple,9606,Homo sapiens,GSM6618483,,,,,,,no,,,,,NENCKI INSTITUTE OF EXPERIMENTAL BIOLOGY,SRA1515060,,public,9CF983D5E28E5A81DF21327C26E086DA,E2E94A9B7E3493397158DAF9C5B136C0
SRR21829038,2023-05-17 18:56:38,2022-10-06 13:52:56,24602237,3736870985,24602237,151,1517,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR021/21829/SRR21829038/SRR21829038.lite.1,SRX17818239,GSM6618484,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 1500,SRP401325,PRJNA887761,3,887761,SRS15342193,SAMN31184578,simple,9606,Homo sapiens,GSM6618484,,,,,,,no,,,,,NENCKI INSTITUTE OF EXPERIMENTAL BIOLOGY,SRA1515060,,public,7D61FB5931FD7D746A103293BC8FF3DC,8237E0D7CBA221FB6F59F7F2C2AA7A69
