Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR10292127,2019-12-05 22:32:08,2019-10-24 07:28:58,11606989,1317637562,0,113,768,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/292/SRR10292127/SRR10292127.lite.1,SRX7005099,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP225897,PRJNA577866,3,577866,SRS5526327,SAMN13039568,simple,9606,Homo sapiens,GSM4125024,,,,,,,no,,,,,GEO,SRA980022,,public,4DC9D83312838124968402103C5C78C0,05A38103A5A00CE593899093922C0DB2
SRR10292128,2019-12-05 22:32:08,2019-10-24 07:27:27,10950777,1211266748,0,110,679,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/292/SRR10292128/SRR10292128.lite.1,SRX7005100,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP225897,PRJNA577866,3,577866,SRS5526328,SAMN13039567,simple,9606,Homo sapiens,GSM4125025,,,,,,,no,,,,,GEO,SRA980022,,public,342682D55073464A6D88BAD149C4C621,7DD5019CF4173069FB926212BCCCC4A1
SRR10292129,2019-12-05 22:32:08,2019-10-24 07:26:00,7426786,850912374,0,114,492,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10292/SRR10292129/SRR10292129.lite.1,SRX7005101,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP225897,PRJNA577866,3,577866,SRS5526329,SAMN13039566,simple,9606,Homo sapiens,GSM4125026,,,,,,,no,,,,,GEO,SRA980022,,public,98DFFC60998AEB45571B7B6D7EF2D69A,D5F18F54322976BCFCDF3562B1D2E445
SRR10292130,2019-12-05 22:32:08,2019-10-24 07:27:55,11672868,1329857808,0,113,772,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/292/SRR10292130/SRR10292130.lite.1,SRX7005102,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP225897,PRJNA577866,3,577866,SRS5526330,SAMN13039565,simple,9606,Homo sapiens,GSM4125027,,,,,,,no,,,,,GEO,SRA980022,,public,E3B152DB74078DF1A730C8201D44F769,15781E1B6784D7B96A24E93C228EF8A9
SRR10292131,2019-12-05 22:32:08,2019-10-24 07:30:10,11883114,1344097923,0,113,775,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10292/SRR10292131/SRR10292131.lite.1,SRX7005103,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP225897,PRJNA577866,3,577866,SRS5526331,SAMN13039564,simple,9606,Homo sapiens,GSM4125028,,,,,,,no,,,,,GEO,SRA980022,,public,F2B92E494263B6F06174B6930677B787,4B2BB26FF9D464BB501548911AF6B96E
SRR10292132,2019-12-05 22:32:08,2019-10-24 07:28:32,13254623,1487808762,0,112,857,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/292/SRR10292132/SRR10292132.lite.1,SRX7005104,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP225897,PRJNA577866,3,577866,SRS5526332,SAMN13039563,simple,9606,Homo sapiens,GSM4125029,,,,,,,no,,,,,GEO,SRA980022,,public,458830A1E5AA28553D74A7B024E163DD,5521467262051E60CA0E2EB989B512BE
SRR10292133,2019-12-05 22:32:08,2019-10-24 07:27:45,11882840,1339528263,0,112,765,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/292/SRR10292133/SRR10292133.lite.1,SRX7005105,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP225897,PRJNA577866,3,577866,SRS5526333,SAMN13039562,simple,9606,Homo sapiens,GSM4125030,,,,,,,no,,,,,GEO,SRA980022,,public,851F22EECB84DBFF474B0708A65465B2,B41B932635DAB36FF10B9AF645AA5163
SRR10292134,2019-12-05 22:32:08,2019-10-24 16:03:58,15685331,1766205795,0,112,1017,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10292/SRR10292134/SRR10292134.lite.1,SRX7005106,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP225897,PRJNA577866,3,577866,SRS5526334,SAMN13039561,simple,9606,Homo sapiens,GSM4125031,,,,,,,no,,,,,GEO,SRA980022,,public,9C26066E508D0E23E3F026FD03B0FBA4,0D5E4E3E092318E485B6B2D2798C2F57
SRR10292135,2019-12-05 22:32:09,2019-10-24 07:27:42,9999452,1119227283,0,111,637,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/292/SRR10292135/SRR10292135.lite.1,SRX7005107,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP225897,PRJNA577866,3,577866,SRS5526335,SAMN13039560,simple,9606,Homo sapiens,GSM4125032,,,,,,,no,,,,,GEO,SRA980022,,public,FD93DE7A5A86B42ADA1CF163BE87D1B9,70B8CE372B6B22E077A92E87886C57C5
SRR10292136,2019-12-05 22:32:09,2019-10-24 07:28:06,10498561,1155882408,0,110,658,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR010/292/SRR10292136/SRR10292136.lite.1,SRX7005108,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ION_TORRENT,Ion Torrent PGM,SRP225897,PRJNA577866,3,577866,SRS5526336,SAMN13039559,simple,9606,Homo sapiens,GSM4125033,,,,,,,no,,,,,GEO,SRA980022,,public,E1C001BB51461C3924BE3C52398A7705,FF10CD4813CBD66029F492BF350DC091
