Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR8451212,2019-08-27 22:37:57,2019-01-17 11:07:26,14419908,1095913008,0,76,379,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR8451212/SRR8451212.1,SRX5258127,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP179971,PRJNA515688,3,515688,SRS4259220,SAMN10764450,simple,9606,Homo sapiens,GSM3567171,,,,,,,no,,,,,GEO,SRA835666,,public,501EA60A67197E8E25C30F0C7963B80E,295A6573ADDBC81E0EA7C9B41C79D110
SRR8451213,2019-08-27 22:37:57,2019-01-17 11:09:35,22550317,1713824092,0,76,591,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8451213/SRR8451213.1,SRX5258128,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP179971,PRJNA515688,3,515688,SRS4259221,SAMN10764449,simple,9606,Homo sapiens,GSM3567172,,,,,,,no,,,,,GEO,SRA835666,,public,FF02415D7F3500894E1BD56077D9A01E,295406996C074D48B91BB7F7BE9C13BC
SRR8451214,2019-08-27 22:37:57,2019-01-17 11:10:51,21051605,1599921980,0,76,553,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8451214/SRR8451214.1,SRX5258129,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP179971,PRJNA515688,3,515688,SRS4259222,SAMN10764447,simple,9606,Homo sapiens,GSM3567173,,,,,,,no,,,,,GEO,SRA835666,,public,C9F8684AA6E2303B22C9A44B486B0CDF,A11E0F041D58A06149FABFC4A549015E
SRR8451215,2019-08-27 22:37:57,2019-01-17 11:08:00,14180820,1077742320,0,76,371,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8451215/SRR8451215.1,SRX5258130,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP179971,PRJNA515688,3,515688,SRS4259223,SAMN10764446,simple,9606,Homo sapiens,GSM3567174,,,,,,,no,,,,,GEO,SRA835666,,public,353E77713F9A0DA331AC18E7CD9C4D42,4A702BED242C5D437AA9EF4C8E68E641
SRR8451216,2019-08-27 22:37:57,2019-01-17 11:09:03,18738173,1424101148,0,76,504,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR8451216/SRR8451216.1,SRX5258131,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP179971,PRJNA515688,3,515688,SRS4259224,SAMN10764444,simple,9606,Homo sapiens,GSM3567175,,,,,,,no,,,,,GEO,SRA835666,,public,2C52009060BE978E04639C6317CB940A,E6C5DEF150E1895428023BF663901BDA
SRR8451217,2019-08-27 22:37:57,2019-01-17 11:08:12,16576687,1259828212,0,76,433,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8451217/SRR8451217.1,SRX5258132,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP179971,PRJNA515688,3,515688,SRS4259225,SAMN10764443,simple,9606,Homo sapiens,GSM3567176,,,,,,,no,,,,,GEO,SRA835666,,public,925E4463EB0163618D6C7841A544900E,D9FD6249AC82F58BE622D8BA4DA907C5
SRR8451218,2019-08-27 22:37:57,2019-01-17 11:09:31,19793712,1504322112,0,76,518,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8451218/SRR8451218.1,SRX5258133,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP179971,PRJNA515688,3,515688,SRS4259226,SAMN10764441,simple,9606,Homo sapiens,GSM3567177,,,,,,,no,,,,,GEO,SRA835666,,public,11B10DCD270FEC05D141C2AB2F56C407,2E22FB0B3FCE5FA9241EE011A191A5F8
SRR8451219,2019-08-27 22:37:57,2019-01-17 11:07:52,14231349,1081582524,0,76,373,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR8451219/SRR8451219.1,SRX5258134,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP179971,PRJNA515688,3,515688,SRS4259227,SAMN10764440,simple,9606,Homo sapiens,GSM3567178,,,,,,,no,,,,,GEO,SRA835666,,public,84E1801F3A7CAFFC19D3B79FD607EBDD,ED2FD3F88D5B12A02C86E75649A7FA69
SRR8451220,2019-08-27 22:37:57,2019-01-17 11:10:22,24602132,1869762032,0,76,645,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8451220/SRR8451220.1,SRX5258135,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP179971,PRJNA515688,3,515688,SRS4259228,SAMN10764438,simple,9606,Homo sapiens,GSM3567179,,,,,,,no,,,,,GEO,SRA835666,,public,E791D955897508CDF5BF55A80C4AF442,C1A30C6CD5495BB49AB08A644E638FBC
SRR8451221,2019-08-27 22:37:57,2019-01-17 11:09:51,19603252,1489847152,0,76,517,,https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos1/sra-pub-run-16/SRR8451221/SRR8451221.1,SRX5258136,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP179971,PRJNA515688,3,515688,SRS4259229,SAMN10764436,simple,9606,Homo sapiens,GSM3567180,,,,,,,no,,,,,GEO,SRA835666,,public,4E06748096D07DCE1B2F505DE2F5D71B,1B65FFA58AC27B5BBA5CB905306199AC
