BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	source_name	treatment	group
SAMN04100762	SRR2481145	2016-01-28T00:40:13Z	2015-09-22T12:00:17Z	31854509	1592725450	0	50	927		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481145/SRR2481145.1	SRX1272381		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079487	simple	9606	Homo sapiens	GSM1890694							no					GEO	SRA300100		public	4F0FD71B99F7DCCB62B9589C3EAF3B26	91D76AA553795907B26171CC0877592C	4100762	HCT116DMSO 1	Genentech	9606	SRS1079487	GSM1890694	HCT 116	HCT 116	DMSO	HCT116.DMSO
SAMN04100763	SRR2481146	2016-01-28T00:40:13Z	2015-09-22T12:02:09Z	34447476	1722373800	0	50	1007		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481146/SRR2481146.1	SRX1272382		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079486	simple	9606	Homo sapiens	GSM1890695							no					GEO	SRA300100		public	3D7C09585509AE4BAB5BFF7074D72CE5	10848E0406ED04BE14B3818DC14D71C9	4100763	HCT116DMSO 2	Genentech	9606	SRS1079486	GSM1890695	HCT 116	HCT 116	DMSO	HCT116.DMSO
SAMN04100764	SRR2481147	2016-01-28T00:40:13Z	2015-09-22T12:01:53Z	29947758	1497387900	0	50	874		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481147/SRR2481147.1	SRX1272383		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079485	simple	9606	Homo sapiens	GSM1890696							no					GEO	SRA300100		public	F50BCE21CF66DA573377BAD27DDC90F8	5BDABF6A3C9BA8AA8B9D066E18BA63C9	4100764	HCT116DMSO 3	Genentech	9606	SRS1079485	GSM1890696	HCT 116	HCT 116	DMSO	HCT116.DMSO
SAMN04100765	SRR2481148	2016-01-28T00:40:13Z	2015-09-22T12:02:29Z	30212976	1510648800	0	50	881		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481148/SRR2481148.1	SRX1272384		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079484	simple	9606	Homo sapiens	GSM1890697							no					GEO	SRA300100		public	AAE035FA7E1AAED9983516AEFA363917	854B6453B5E163229EE941140D8D04F9	4100765	HCT116JQ1 1	Genentech	9606	SRS1079484	GSM1890697	HCT 116	HCT 116	JQ.1	HCT116.JQ1
SAMN04100766	SRR2481149	2016-01-28T00:40:13Z	2015-09-22T12:01:37Z	25066250	1253312500	0	50	733		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481149/SRR2481149.1	SRX1272386		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079482	simple	9606	Homo sapiens	GSM1890698							no					GEO	SRA300100		public	62913FDC702A2C65305C9796B6EACFBB	FD616C12694C2E8F56C49E8F219560B5	4100766	HCT116JQ1 2	Genentech	9606	SRS1079482	GSM1890698	HCT 116	HCT 116	JQ.1	HCT116.JQ1
SAMN04100767	SRR2481150	2016-01-28T00:40:13Z	2015-09-22T12:04:28Z	29630609	1481530450	0	50	865		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481150/SRR2481150.1	SRX1272387		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079481	simple	9606	Homo sapiens	GSM1890699							no					GEO	SRA300100		public	BDF5185D88DCE6402CBA5389E62FA20F	3C5A6E0E0BD1820025C3E8B415666802	4100767	HCT116JQ1 3	Genentech	9606	SRS1079481	GSM1890699	HCT 116	HCT 116	JQ.1	HCT116.JQ1
SAMN04100768	SRR2481151	2016-01-28T00:40:13Z	2015-09-22T12:04:50Z	32257847	1612892350	0	50	944		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481151/SRR2481151.1	SRX1272388		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079480	simple	9606	Homo sapiens	GSM1890700							no					GEO	SRA300100		public	839C55982D54313C19F8F3B82323A8ED	9E1A390C2A5BB223D54FB4B812C08F41	4100768	SW480DMSO 1	Genentech	9606	SRS1079480	GSM1890700	SW 480	SW 480	DMSO	SW480.DMSO
SAMN04100769	SRR2481152	2016-01-28T00:40:13Z	2015-09-22T12:01:40Z	30829472	1541473600	0	50	898		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481152/SRR2481152.1	SRX1272389		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079479	simple	9606	Homo sapiens	GSM1890701							no					GEO	SRA300100		public	BB58C38F607D0A286F33D0BEB4125E8F	3F01C3C6CBAB6F836F9D55CFCC8D580D	4100769	SW480DMSO 2	Genentech	9606	SRS1079479	GSM1890701	SW 480	SW 480	DMSO	SW480.DMSO
SAMN04100770	SRR2481153	2016-01-28T00:40:13Z	2015-09-22T12:04:38Z	31442208	1572110400	0	50	916		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481153/SRR2481153.1	SRX1272390		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079478	simple	9606	Homo sapiens	GSM1890702							no					GEO	SRA300100		public	25547574D062A6884958ED91056E5828	5D3B4DC244DA5019E9DE6B948DFD129D	4100770	SW480DMSO 3	Genentech	9606	SRS1079478	GSM1890702	SW 480	SW 480	DMSO	SW480.DMSO
SAMN04100716	SRR2481154	2016-01-28T00:40:13Z	2015-09-22T12:06:05Z	31454583	1572729150	0	50	919		https://sra-downloadb.st-va.ncbi.nlm.nih.gov/sos2/sra-pub-run-3/SRR2481154/SRR2481154.1	SRX1272391		RNA-Seq	cDNA	TRANSCRIPTOMIC	SINGLE	0	0	ILLUMINA	Illumina HiSeq 2000	SRP063980	PRJNA296592	2	296592	SRS1079477	simple	9606	Homo sapiens	GSM1890703							no					GEO	SRA300100		public	65101DD79881D2E0FC253DB2F713E89E	2A80BA60A7731CB4ADE966EDFCF89B0B	4100716	SW480JQ1 1	Genentech	9606	SRS1079477	GSM1890703	SW 480	SW 480	JQ.1	SW480.JQ1
