Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR13073037,2021-03-30 19:38:30,2020-11-17 11:54:45,42897069,12869120700,42897069,300,3832,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13073/SRR13073037/SRR13073037.lite.1,SRX9520185,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP292901,PRJNA678952,3,678952,SRS7727421,SAMN16816251,simple,9606,Homo sapiens,GSM4910850,,,,,,,no,,,,,GEO,SRA1160187,,public,D0BC048315A4527FB79788FA9CE71D01,173F096700CAADAAEA03DA06D47068FC
SRR13073038,2021-03-30 19:38:30,2020-11-17 11:51:01,41981651,12594495300,41981651,300,3802,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13073/SRR13073038/SRR13073038.lite.1,SRX9520186,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP292901,PRJNA678952,3,678952,SRS7727423,SAMN16816249,simple,9606,Homo sapiens,GSM4910851,,,,,,,no,,,,,GEO,SRA1160187,,public,B11661A048B439370C884E38591B6708,D578E30334375800621262605394351A
SRR13073039,2021-03-30 19:38:30,2020-11-17 11:50:14,43398840,13019652000,43398840,300,3922,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13073/SRR13073039/SRR13073039.lite.1,SRX9520187,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP292901,PRJNA678952,3,678952,SRS7727422,SAMN16816247,simple,9606,Homo sapiens,GSM4910852,,,,,,,no,,,,,GEO,SRA1160187,,public,F59C8AD8A38C08ED7649A54DE8843177,F7989C4210241A1644A1D7208E45A498
SRR13073040,2021-03-30 19:38:30,2020-11-17 11:50:18,42056161,12616848300,42056161,300,3734,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13073/SRR13073040/SRR13073040.lite.1,SRX9520188,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP292901,PRJNA678952,3,678952,SRS7727424,SAMN16816246,simple,9606,Homo sapiens,GSM4910853,,,,,,,no,,,,,GEO,SRA1160187,,public,6B7DBA25907A553811FCBBB92BA82D22,3882740DD8CAC44008E0D6375BC5917E
SRR13073041,2021-03-30 19:38:30,2020-11-17 11:50:40,41032284,12309685200,41032284,300,3651,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13073/SRR13073041/SRR13073041.lite.1,SRX9520189,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP292901,PRJNA678952,3,678952,SRS7727425,SAMN16816245,simple,9606,Homo sapiens,GSM4910854,,,,,,,no,,,,,GEO,SRA1160187,,public,FC452DD65DDAC15BA2DEEFABE1E9C646,2A7E339612F2018FB073FB4FBE0522D1
SRR13073042,2021-03-30 19:38:30,2020-11-17 11:47:23,40220307,12066092100,40220307,300,3615,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13073/SRR13073042/SRR13073042.lite.1,SRX9520190,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP292901,PRJNA678952,3,678952,SRS7727426,SAMN16816244,simple,9606,Homo sapiens,GSM4910855,,,,,,,no,,,,,GEO,SRA1160187,,public,5E2AF68D12C4D2B95ACDDA357017C486,CF9BA57251C4412EA6926B20E3486C44
SRR13073043,2021-03-30 19:38:30,2020-11-17 11:49:38,42979170,12893751000,42979170,300,3868,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-22/SRR013/13073/SRR13073043/SRR13073043.lite.1,SRX9520191,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP292901,PRJNA678952,3,678952,SRS7727427,SAMN16816243,simple,9606,Homo sapiens,GSM4910856,,,,,,,no,,,,,GEO,SRA1160187,,public,5BE1A40686A41593402947514C626DAC,D95981C5BE7E10B39FBD13097A6A9177
SRR13073044,2021-03-30 19:38:30,2020-11-17 11:47:58,41095036,12328510800,41095036,300,3701,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13073/SRR13073044/SRR13073044.lite.1,SRX9520192,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP292901,PRJNA678952,3,678952,SRS7727428,SAMN16816242,simple,9606,Homo sapiens,GSM4910857,,,,,,,no,,,,,GEO,SRA1160187,,public,C48C55BD2F52EF37B280E0815CF49065,07170AD21B9024A2A36103E972F2F96E
SRR13073045,2021-03-30 19:38:30,2020-11-17 11:49:15,41833125,12549937500,41833125,300,3758,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13073/SRR13073045/SRR13073045.lite.1,SRX9520193,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP292901,PRJNA678952,3,678952,SRS7727429,SAMN16816241,simple,9606,Homo sapiens,GSM4910858,,,,,,,no,,,,,GEO,SRA1160187,,public,6AB09DB1D760026AEDFCA0BDB8850F1D,ECB8899016468C22A3A7ACB808518944
SRR13073046,2021-03-30 19:38:30,2020-11-17 11:45:20,40963844,12289153200,40963844,300,3706,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13073/SRR13073046/SRR13073046.lite.1,SRX9520194,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP292901,PRJNA678952,3,678952,SRS7727430,SAMN16816240,simple,9606,Homo sapiens,GSM4910859,,,,,,,no,,,,,GEO,SRA1160187,,public,92A0388987FCABCDB66008A21DE24937,D5EBBBB4CEA095E9DB1906574007FA9F
