BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	source_name	treatment	group
SAMN16523137	SRR12883777	2020-10-26T18:42:10Z	2020-10-25T02:42:36Z	32884016	6586338817	32884016	200	2286		https://sra-download.ncbi.nlm.nih.gov/traces/sra24/SRR/012581/SRR12883777	SRX9349651		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP288301	PRJNA670901		670901	SRS7572616	simple	9606	Homo sapiens	GSM4850470							no					GEO	SRA1146929		public	6DD3E5131A882F97907E230A66FC350E	544204420430E76B26E93C614B8708B4	16523137	OLC60_HH untreated	enter for Lymphoid Malignancies, Columbia University Medical Center	9606	SRS7572616	GSM4850470	HH	HH Cutaneous T-cell Lymphoma	untreated	HH.untreated
SAMN16523136	SRR12883778	2020-10-26T18:42:10Z	2020-10-25T02:29:45Z	22146295	4416646565	22146295	199	1552		https://sra-download.ncbi.nlm.nih.gov/traces/sra59/SRR/012581/SRR12883778	SRX9349652		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP288301	PRJNA670901		670901	SRS7572617	simple	9606	Homo sapiens	GSM4850471							no					GEO	SRA1146929		public	9D4127773D2E98E65A15CC02383E067E	1FECB8AC10C3D52341104C424C15438F	16523136	OLC62_HH 50 nM azacitidine	enter for Lymphoid Malignancies, Columbia University Medical Center	9606	SRS7572617	GSM4850471	HH	HH Cutaneous T cell Lymphoma	50 nM azacitidine	HH.azacitidine_50nM
SAMN16523135	SRR12883779	2020-10-26T18:42:10Z	2020-10-25T03:20:28Z	43542161	8724759288	43542161	200	3022		https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/012581/SRR12883779	SRX9349653		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP288301	PRJNA670901		670901	SRS7572618	simple	9606	Homo sapiens	GSM4850472							no					GEO	SRA1146929		public	C8B19FFCE2DF879A9A2CF411B316BF46	28471A9936550D0A93BA09BC527FDC4E	16523135	OLC63_HH 125 nM azacitidine	enter for Lymphoid Malignancies, Columbia University Medical Center	9606	SRS7572618	GSM4850472	HH	HH Cutaneous T cell Lymphoma	125 nM azacitidine	HH.azacitidine_125nM
SAMN16523129	SRR12883780	2020-10-26T18:42:10Z	2020-10-25T02:57:01Z	33722793	6760255402	33722793	200	2420		https://sra-download.ncbi.nlm.nih.gov/traces/sra25/SRR/012581/SRR12883780	SRX9349654		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP288301	PRJNA670901		670901	SRS7572619	simple	9606	Homo sapiens	GSM4850473							no					GEO	SRA1146929		public	34C3A237FF320012E845B6F6E9405BF3	028F6206AC6A311D045D2B7E79F0CA56	16523129	OLC64_HH 250 nM azacitidine	enter for Lymphoid Malignancies, Columbia University Medical Center	9606	SRS7572619	GSM4850473	HH	HH Cutaneous T cell Lymphoma	250 nM azacitidine	HH.azacitidine_250nM
SAMN16523127	SRR12883781	2020-10-26T18:42:10Z	2020-10-25T02:59:32Z	29451374	5905052744	29451374	200	2074		https://sra-download.ncbi.nlm.nih.gov/traces/sra60/SRR/012581/SRR12883781	SRX9349655		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP288301	PRJNA670901		670901	SRS7572620	simple	9606	Homo sapiens	GSM4850474							no					GEO	SRA1146929		public	6C0E886A54A972F427D0C11DF6E741BE	32AB4B095F9581818B32010E9F45D9EC	16523127	OLC28_PF382 untreated	enter for Lymphoid Malignancies, Columbia University Medical Center	9606	SRS7572620	GSM4850474	PF382	PF382 T-cell Acute Lymphoblastic Leukemia	untreated	PF382.untreated
SAMN16523125	SRR12883782	2020-10-26T18:42:11Z	2020-10-25T02:56:57Z	33526274	6724319878	33526274	200	2370		https://sra-download.ncbi.nlm.nih.gov/traces/sra50/SRR/012581/SRR12883782	SRX9349656		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP288301	PRJNA670901		670901	SRS7572621	simple	9606	Homo sapiens	GSM4850475							no					GEO	SRA1146929		public	EBBB71532D99D76282494FBF22C86159	7F7D1A669828146D7829C57A59E8CA1E	16523125	OLC30_PF382 125 nM azacitidine	enter for Lymphoid Malignancies, Columbia University Medical Center	9606	SRS7572621	GSM4850475	PF382	PF382 T-cell Acute Lymphoblastic Leukemia	125 nM azacitidine	PF382.azacitidine_125nM
SAMN16523124	SRR12883783	2020-10-26T18:42:11Z	2020-10-25T03:09:34Z	30063094	6030629563	30063094	200	2179		https://sra-download.ncbi.nlm.nih.gov/traces/sra53/SRR/012581/SRR12883783	SRX9349657		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP288301	PRJNA670901		670901	SRS7572622	simple	9606	Homo sapiens	GSM4850476							no					GEO	SRA1146929		public	971B4B8A990623EC448F7D651CDD35A2	ED1BF39A490945F139E2E43F6FC1FD48	16523124	OLC31_PF82 250 nM azacitidine	enter for Lymphoid Malignancies, Columbia University Medical Center	9606	SRS7572622	GSM4850476	PF382	PF382 T-cell Acute Lymphoblastic Leukemia	250 nM azacitidine	PF382.azacitidine_250nM
SAMN16523122	SRR12883784	2020-10-26T18:42:11Z	2020-10-25T03:00:47Z	32437746	6505807625	32437746	200	2282		https://sra-download.ncbi.nlm.nih.gov/traces/sra55/SRR/012581/SRR12883784	SRX9349658		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP288301	PRJNA670901		670901	SRS7572623	simple	9606	Homo sapiens	GSM4850477							no					GEO	SRA1146929		public	9DDA6F00941AEFE89F0E853E17DEC46C	17C0DEDCAEF2265764E33C0E2C93446F	16523122	OLC32_PF382 500 nM azacitidine	enter for Lymphoid Malignancies, Columbia University Medical Center	9606	SRS7572623	GSM4850477	PF382	PF382 T-cell Acute Lymphoblastic Leukemia	500 nM azacitidine	PF382.azacitidine_500nM
SAMN16523120	SRR12883785	2020-10-26T18:42:11Z	2020-10-25T02:26:18Z	32333489	6485167264	32333489	200	2257		https://sra-download.ncbi.nlm.nih.gov/traces/sra39/SRR/012581/SRR12883785	SRX9349659		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP288301	PRJNA670901		670901	SRS7572624	simple	9606	Homo sapiens	GSM4850478							no					GEO	SRA1146929		public	F1B67557C8B9D99691CD843B3FA02A67	849D7283669F0A0877DAE66DBF3E63A6	16523120	OLC44_TLOm1 untreated	enter for Lymphoid Malignancies, Columbia University Medical Center	9606	SRS7572624	GSM4850478	TLOm1	TLOm1 Adult T-cell leukemia	untreated	TLOm1.untreated
SAMN16523119	SRR12883786	2020-10-26T18:42:11Z	2020-10-25T02:06:29Z	31300502	6270276546	31300502	200	2397		https://sra-download.ncbi.nlm.nih.gov/traces/sra75/SRR/012581/SRR12883786	SRX9349660		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	NextSeq 500	SRP288301	PRJNA670901		670901	SRS7572625	simple	9606	Homo sapiens	GSM4850479							no					GEO	SRA1146929		public	54DBF5CBCD84A8BE18EBD0F499927288	93B59D12A0D65B68B8E6813A84047178	16523119	OLC46_TLOm1 125 nM azacitidine	enter for Lymphoid Malignancies, Columbia University Medical Center	9606	SRS7572625	GSM4850479	TLOm1	TLOm1 Adult T-cell leukemia	125 nM azacitidine	TLOm1.azacitidine_125nM
