BioSample	Run	ReleaseDate	LoadDate	spots	bases	spots_with_mates	avgLength	size_MB	AssemblyName	download_path	Experiment	LibraryName	LibraryStrategy	LibrarySelection	LibrarySource	LibraryLayout	InsertSize	InsertDev	Platform	Model	SRAStudy	BioProject	Study_Pubmed_id	ProjectID	Sample	SampleType	TaxID	ScientificName	SampleName	g1k_pop_code	source	g1k_analysis_group	Subject_ID	Sex	Disease	Tumor	Affection_Status	Analyte_Type	Histological_Type	Body_Site	CenterName	Submission	dbgap_study_accession	Consent	RunHash	ReadHash	uid	title	organization	taxonomy	sra	geo	cell line	source_name	treatment	group
SAMN12390463	SRR9853991	2020-05-28T16:34:06Z	2019-07-29T12:17:11Z	28792648	5816114896	28792648	202	2569		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/9853/SRR9853991/SRR9853991.lite.1	SRX6608430		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP216692	PRJNA557198	3	557198	SRS5172677	simple	9606	Homo sapiens	GSM3983963							no					GEO	SRA928192		public	82CCF7D5B1EE3ABA8F2FD0F953041A32	0DA1EA99FE81850E929FB5A3B84811AA	12390463	JVM2_Flud_50uM_94	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172677	GSM3983963	JVM2	Lymphoid	Flud_50uM	JVM2.Flud_50uM.72h
SAMN12390464	SRR9853990	2020-05-28T16:34:06Z	2019-07-29T12:18:26Z	31622648	6387774896	31622648	202	2829		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/9853/SRR9853990/SRR9853990.lite.1	SRX6608429		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP216692	PRJNA557198	3	557198	SRS5172676	simple	9606	Homo sapiens	GSM3983962							no					GEO	SRA928192		public	49A06E437C5B8D52E5ADEDA5880E0AB2	ECF073E8493BA59522E8FB12889545AE	12390464	JVM2_CTRL_DMSO_87	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172676	GSM3983962	JVM2	Lymphoid	DMSO	JVM2.DMSO.72h
SAMN12390465	SRR9853989	2020-05-28T16:34:06Z	2019-07-29T12:17:10Z	29808369	6021290538	29808369	202	2671		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR009/853/SRR9853989/SRR9853989.lite.1	SRX6608428		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP216692	PRJNA557198	3	557198	SRS5172675	simple	9606	Homo sapiens	GSM3983961							no					GEO	SRA928192		public	89B01085B53FEFCD27A313B5AE04CF20	D7A5E4B3FA84B5FAC1370B645C909DB8	12390465	JVM2_CTRL_DMSO_86	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172675	GSM3983961	JVM2	Lymphoid	DMSO	JVM2.DMSO.72h
SAMN12390466	SRR9853988	2020-05-28T16:34:06Z	2019-07-29T12:12:22Z	24063618	4860850836	24063618	202	2159		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR009/853/SRR9853988/SRR9853988.lite.1	SRX6608427		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP216692	PRJNA557198	3	557198	SRS5172674	simple	9606	Homo sapiens	GSM3983960							no					GEO	SRA928192		public	C0FC5E7E477E2BC1A337575CBA948EA2	45A43EEAAB4FA35D4D4CBE2BF1E7DC09	12390466	JVM2_CTRL_DMSO_85	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172674	GSM3983960	JVM2	Lymphoid	DMSO	JVM2.DMSO.72h
SAMN12390467	SRR9853987	2020-05-28T16:34:06Z	2019-07-29T12:14:39Z	21280658	4298692916	21280658	202	1885		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/9853/SRR9853987/SRR9853987.lite.1	SRX6608426		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP216692	PRJNA557198	3	557198	SRS5172673	simple	9606	Homo sapiens	GSM3983959							no					GEO	SRA928192		public	6E1788F7DDCD3B8CD951E95DE31E6621	A743E7AF0F3415933F90624C60E8BED9	12390467	EHEB_Idel_10uM_288	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172673	GSM3983959	EHEB	Lymphoid	Idel_10uM	EHEB.Idel_10uM.96h
SAMN12390468	SRR9853986	2020-05-28T16:34:06Z	2019-07-29T12:16:26Z	29434529	5945774858	29434529	202	2615		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/9853/SRR9853986/SRR9853986.lite.1	SRX6608425		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP216692	PRJNA557198	3	557198	SRS5172672	simple	9606	Homo sapiens	GSM3983958							no					GEO	SRA928192		public	FF3B9807ECBCAA509976E51FF593D479	55ADFDBB6DFD20116370B0D3B413E2A6	12390468	EHEB_Idel_10uM_287	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172672	GSM3983958	EHEB	Lymphoid	Idel_10uM	EHEB.Idel_10uM.96h
SAMN12390469	SRR9853985	2020-05-28T16:34:06Z	2019-07-29T12:13:35Z	19659090	3971136180	19659090	202	1770		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/9853/SRR9853985/SRR9853985.lite.1	SRX6608424		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP216692	PRJNA557198	3	557198	SRS5172670	simple	9606	Homo sapiens	GSM3983957							no					GEO	SRA928192		public	CED6199C38120AFCE0B6EE145BD69ED0	3905306CD73DB156B9E56C6A5C839D47	12390469	EHEB_Idel_10uM_286	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172670	GSM3983957	EHEB	Lymphoid	Idel_10uM	EHEB.Idel_10uM.96h
SAMN12390470	SRR9853984	2020-05-28T16:34:06Z	2019-07-29T12:17:08Z	28376297	5732011994	28376297	202	2507		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-11/SRR009/853/SRR9853984/SRR9853984.lite.1	SRX6608423		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP216692	PRJNA557198	3	557198	SRS5172671	simple	9606	Homo sapiens	GSM3983956							no					GEO	SRA928192		public	9C767948DE262C3F57AC302F2812E889	FC018575EC1BEF34FA538F54034D3E03	12390470	EHEB_Ibru_5uM_282	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172671	GSM3983956	EHEB	Lymphoid	Ibru_5uM	EHEB.Ibru_5uM.96h
SAMN12390471	SRR9853983	2020-05-28T16:34:06Z	2019-07-29T12:13:55Z	20951416	4232186032	20951416	202	1844		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/9853/SRR9853983/SRR9853983.lite.1	SRX6608422		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP216692	PRJNA557198	3	557198	SRS5172669	simple	9606	Homo sapiens	GSM3983955							no					GEO	SRA928192		public	6568C7CBDAB8764B5A9BC738490D4AEA	64214CA5AE54CFBD0607F76649987465	12390471	EHEB_Ibru_5uM_281	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172669	GSM3983955	EHEB	Lymphoid	Ibru_5uM	EHEB.Ibru_5uM.96h
SAMN12390472	SRR9853982	2020-05-28T16:34:06Z	2019-07-29T12:15:54Z	27287621	5512099442	27287621	202	2386		https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR009/9853/SRR9853982/SRR9853982.lite.1	SRX6608421		RNA-Seq	cDNA	TRANSCRIPTOMIC	PAIRED	0	0	ILLUMINA	Illumina HiSeq 2500	SRP216692	PRJNA557198	3	557198	SRS5172668	simple	9606	Homo sapiens	GSM3983954							no					GEO	SRA928192		public	CB4D9A063508C34A7DD80FFB1CEFAE1B	EA6CB5E91EC7FF7355CC42DC6CA77EF6	12390472	EHEB_Ibru_5uM_280	Pharmacogenomics Laboratory, Faculty of Pharmacy, Laval University	9606	SRS5172668	GSM3983954	EHEB	Lymphoid	Ibru_5uM	EHEB.Ibru_5uM.96h
