Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR23254909,2023-04-21 22:23:52,2023-01-27 14:52:02,41075835,12322750500,41075835,300,4066,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR023/23254/SRR23254909/SRR23254909.lite.1,SRX19200298,GSM6998375,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP419421,PRJNA928734,,928734,SRS16609793,SAMN32941445,simple,9606,Homo sapiens,GSM6998375,,,,,,,no,,,,,"YOUNG LAB, WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH",SRA1580987,,public,B073AE15861FFA0A4FD5FB1F7AB05B60,EE8E9C5C3D3146B6A34E3720A6A64FC0
SRR23254908,2023-04-21 22:23:53,2023-01-27 14:57:43,42934126,12880237800,42934126,300,4249,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR023/23254/SRR23254908/SRR23254908.lite.1,SRX19200299,GSM6998376,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP419421,PRJNA928734,,928734,SRS16609794,SAMN32941444,simple,9606,Homo sapiens,GSM6998376,,,,,,,no,,,,,"YOUNG LAB, WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH",SRA1580987,,public,585215C0EC215A750E6017661002526C,ADB1F87E94035192B663627D17A46463
SRR23254907,2023-04-21 22:23:53,2023-01-27 15:03:55,51401988,15420596400,51401988,300,5193,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR023/23254/SRR23254907/SRR23254907.lite.1,SRX19200300,GSM6998377,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP419421,PRJNA928734,,928734,SRS16609795,SAMN32941443,simple,9606,Homo sapiens,GSM6998377,,,,,,,no,,,,,"YOUNG LAB, WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH",SRA1580987,,public,5ECA5CFB73F95CDA877D5A2FB87E36B4,9072CF3B18E94B51568D0C268362954E
SRR23254906,2023-04-21 22:23:53,2023-01-27 14:47:06,28503665,8551099500,28503665,300,2792,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23254/SRR23254906/SRR23254906.lite.1,SRX19200301,GSM6998378,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP419421,PRJNA928734,,928734,SRS16609796,SAMN32941442,simple,9606,Homo sapiens,GSM6998378,,,,,,,no,,,,,"YOUNG LAB, WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH",SRA1580987,,public,5C914B52353DB796D0A041B75039669C,55591CA8DE68EA3AD164A50A2F65BB0F
SRR23254905,2023-04-21 22:23:53,2023-01-27 14:45:03,29573424,8872027200,29573424,300,2902,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR023/23254/SRR23254905/SRR23254905.lite.1,SRX19200302,GSM6998379,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP419421,PRJNA928734,,928734,SRS16609797,SAMN32941441,simple,9606,Homo sapiens,GSM6998379,,,,,,,no,,,,,"YOUNG LAB, WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH",SRA1580987,,public,DE746255FFE95C008C09A8C46D977D87,8C44C45AFBF2DDE6BAC43C941ECF76A7
SRR23254904,2023-04-21 22:23:52,2023-01-27 14:47:17,33980790,10194237000,33980790,300,3324,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR023/23254/SRR23254904/SRR23254904.lite.1,SRX19200303,GSM6998380,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP419421,PRJNA928734,,928734,SRS16609798,SAMN32941440,simple,9606,Homo sapiens,GSM6998380,,,,,,,no,,,,,"YOUNG LAB, WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH",SRA1580987,,public,6E1139BD91CBCEAA3949012465FCFB32,F51DE77ECE3A2FC592521AAB5EAC42B9
SRR23254903,2023-04-21 22:23:52,2023-01-27 14:57:45,33693086,10107925800,33693086,300,3734,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23254/SRR23254903/SRR23254903.lite.1,SRX19200304,GSM6998381,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP419421,PRJNA928734,,928734,SRS16609799,SAMN32941439,simple,9606,Homo sapiens,GSM6998381,,,,,,,no,,,,,"YOUNG LAB, WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH",SRA1580987,,public,68978B3EE6FADC805CAEC5697A9655DE,3A27D108F3B41F772C25FCF402CA5839
SRR23254902,2023-04-21 22:23:52,2023-01-27 14:57:58,40135081,12040524300,40135081,300,4471,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-3/SRR023/23254/SRR23254902/SRR23254902.lite.1,SRX19200305,GSM6998382,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP419421,PRJNA928734,,928734,SRS16609800,SAMN32941438,simple,9606,Homo sapiens,GSM6998382,,,,,,,no,,,,,"YOUNG LAB, WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH",SRA1580987,,public,AC4AA87052A575FC99D65F83B2E34750,4F9A8DDF924B74854C78E23384199765
SRR23254901,2023-04-21 22:23:52,2023-01-27 14:53:35,48390581,14517174300,48390581,300,5916,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR023/23254/SRR23254901/SRR23254901.lite.1,SRX19200306,GSM6998383,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP419421,PRJNA928734,,928734,SRS16609801,SAMN32941437,simple,9606,Homo sapiens,GSM6998383,,,,,,,no,,,,,"YOUNG LAB, WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH",SRA1580987,,public,CFCA8824551A163C28EA181122645BDE,8C0F3B59A4A5A2937AE82B8C11AC5693
SRR23254900,2023-04-21 22:23:52,2023-01-27 15:04:26,51843660,15553098000,51843660,300,6290,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR023/23254/SRR23254900/SRR23254900.lite.1,SRX19200307,GSM6998384,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2000,SRP419421,PRJNA928734,,928734,SRS16609802,SAMN32941436,simple,9606,Homo sapiens,GSM6998384,,,,,,,no,,,,,"YOUNG LAB, WHITEHEAD INSTITUTE FOR BIOMEDICAL RESEARCH",SRA1580987,,public,39CE65F2921BB1D316F3D51B3B175B81,47562F241C5AEF8A509A7768DCA36FDA
