Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR13976862,2022-04-06 10:56:08,2021-03-16 14:04:55,21721086,1638988046,0,75,610,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13976/SRR13976862/SRR13976862.lite.1,SRX10354466,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP310852,PRJNA714867,3,714867,SRS8472752,SAMN18318843,simple,9606,Homo sapiens,GSM5173474,,,,,,,no,,,,,GEO,SRA1206897,,public,C8718AB7B6B0BEF129A49F79B880291D,B70B121E43BA27F7C82A1D00142F1D5E
SRR13976863,2022-04-06 10:56:08,2021-03-16 14:26:01,24219505,1826256793,0,75,679,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13976/SRR13976863/SRR13976863.lite.1,SRX10354467,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP310852,PRJNA714867,3,714867,SRS8472753,SAMN18318842,simple,9606,Homo sapiens,GSM5173475,,,,,,,no,,,,,GEO,SRA1206897,,public,13BDC4894525196955E40EF31B58077A,435C4050B07DE4ED21A691205199ADBF
SRR13976864,2022-04-06 10:56:08,2021-03-16 15:09:11,24303814,1833913086,0,75,681,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13976/SRR13976864/SRR13976864.lite.1,SRX10354468,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP310852,PRJNA714867,3,714867,SRS8472754,SAMN18318841,simple,9606,Homo sapiens,GSM5173476,,,,,,,no,,,,,GEO,SRA1206897,,public,04800B2313D1DE1515076BA1D918C5D1,4B1B9FBCBC1A0D6ACD6F96B3A3EBB369
SRR13976865,2022-04-06 10:56:08,2021-03-16 15:08:19,26498528,1997907250,0,75,738,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13976/SRR13976865/SRR13976865.lite.1,SRX10354469,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP310852,PRJNA714867,3,714867,SRS8472755,SAMN18318840,simple,9606,Homo sapiens,GSM5173477,,,,,,,no,,,,,GEO,SRA1206897,,public,1E2E006B63ACE8715F1FFE00921FC367,0B6BB2259E309C9CB11DA337EC9CECB0
SRR13976866,2022-04-06 10:56:08,2021-03-16 14:02:27,20528462,1549201684,0,75,578,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR013/13976/SRR13976866/SRR13976866.lite.1,SRX10354470,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP310852,PRJNA714867,3,714867,SRS8472756,SAMN18318839,simple,9606,Homo sapiens,GSM5173478,,,,,,,no,,,,,GEO,SRA1206897,,public,39250A6A57A64837DD45EF8CB0DE8768,9B6587F176F43595C7AFBDEC17465326
SRR13976867,2022-04-06 10:56:08,2021-03-16 14:23:24,25888177,1952108657,0,75,725,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR013/13976/SRR13976867/SRR13976867.lite.1,SRX10354471,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP310852,PRJNA714867,3,714867,SRS8472757,SAMN18318838,simple,9606,Homo sapiens,GSM5173479,,,,,,,no,,,,,GEO,SRA1206897,,public,E0C0531D41B433F6BCB36826A72FE364,56528275FAE805588B625B72BF752D90
SRR13976868,2022-04-06 10:56:08,2021-03-16 13:58:26,22566372,1702632870,0,75,629,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13976/SRR13976868/SRR13976868.lite.1,SRX10354472,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP310852,PRJNA714867,3,714867,SRS8472758,SAMN18318837,simple,9606,Homo sapiens,GSM5173480,,,,,,,no,,,,,GEO,SRA1206897,,public,625EAA03AE74488A60480E99EA515C88,BC4C5E4E6EC282F1F5A54114CCCB054D
SRR13976869,2022-04-06 10:56:08,2021-03-16 14:16:15,24894975,1878072561,0,75,695,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13976/SRR13976869/SRR13976869.lite.1,SRX10354473,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP310852,PRJNA714867,3,714867,SRS8472759,SAMN18318836,simple,9606,Homo sapiens,GSM5173481,,,,,,,no,,,,,GEO,SRA1206897,,public,EB7CB8D0249B6FAC6F02D46044F4AC14,785480A96E0E4BB8F17D6D7D050D95CC
SRR13976870,2022-04-06 10:56:08,2021-03-16 14:15:36,22102538,1665298844,0,75,621,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13976/SRR13976870/SRR13976870.lite.1,SRX10354474,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP310852,PRJNA714867,3,714867,SRS8472760,SAMN18318835,simple,9606,Homo sapiens,GSM5173482,,,,,,,no,,,,,GEO,SRA1206897,,public,EE98F40D050CB35438BB71205B319BEC,2DF44D9075E48F8993BC65BD27F62D8E
SRR13976871,2022-04-06 10:56:08,2021-03-16 13:23:30,25010171,1883968596,0,75,701,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR013/13976/SRR13976871/SRR13976871.lite.1,SRX10354475,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP310852,PRJNA714867,3,714867,SRS8472761,SAMN18318834,simple,9606,Homo sapiens,GSM5173483,,,,,,,no,,,,,GEO,SRA1206897,,public,6208896E5532FE9C12782D88664B04A6,910A00933D245B7758C5759A9D2E1E7F
SRR13976872,2022-04-06 10:56:08,2021-03-16 14:27:03,25244615,1903992452,0,75,705,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-zq-24/SRR013/13976/SRR13976872/SRR13976872.lite.1,SRX10354476,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP310852,PRJNA714867,3,714867,SRS8472762,SAMN18318833,simple,9606,Homo sapiens,GSM5173484,,,,,,,no,,,,,GEO,SRA1206897,,public,8D532C0189629DD02491C3B4B0024AA8,04DC846B3A35DFD5EB36C7A9EA8E36DF
SRR13976873,2022-04-06 10:56:08,2021-03-16 14:07:52,23102524,1741878526,0,75,650,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos1/sra-pub-zq-38/SRR013/13976/SRR13976873/SRR13976873.lite.1,SRX10354477,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP310852,PRJNA714867,3,714867,SRS8472763,SAMN18318832,simple,9606,Homo sapiens,GSM5173485,,,,,,,no,,,,,GEO,SRA1206897,,public,A9C1CDB588148901D1B19F5590C55886,74F6C143EAF3FBEB1A14A4016C0F637B
SRR13976856,2022-04-06 10:56:08,2021-03-16 13:21:48,22365284,1686934363,0,75,630,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos4/sra-pub-zq-1/SRR013/13976/SRR13976856/SRR13976856.lite.1,SRX10354478,,RNA-Seq,cDNA,TRANSCRIPTOMIC,SINGLE,0,0,ILLUMINA,NextSeq 500,SRP310852,PRJNA714867,3,714867,SRS8472764,SAMN18318831,simple,9606,Homo sapiens,GSM5173486,,,,,,,no,,,,,GEO,SRA1206897,,public,FCC16870D1327D0E8CCA8D2B035CC604,B756558A887229EE7773DB71C70F95F5
