Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR9217642,2020-01-02 09:30:21,2019-06-07 21:52:09,9355343,935534300,9355343,100,367,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9217642/SRR9217642.1,SRX5988141,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP200817,PRJNA547830,3,547830,SRS4893339,SAMN11978271,simple,9606,Homo sapiens,GSM3862914,,,,,,,no,,,,,GEO,SRA895374,,public,A7C39B9FD0458384B320A831E8296BB0,EB3255A71C9CA928D849B6CBEAFCE7AE
SRR9217643,2020-01-02 09:30:21,2019-06-07 21:51:58,9488027,948802700,9488027,100,373,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-19/SRR9217643/SRR9217643.1,SRX5988142,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP200817,PRJNA547830,3,547830,SRS4893340,SAMN11978270,simple,9606,Homo sapiens,GSM3862915,,,,,,,no,,,,,GEO,SRA895374,,public,5678E3D86642231165DBC934879D6538,A6EC1B7B2D9EC00B37CCFC4FAE8C8260
SRR9217644,2020-01-02 09:30:21,2019-06-07 22:01:20,46070974,4607097400,46070974,100,1755,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9217644/SRR9217644.1,SRX5988143,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP200817,PRJNA547830,3,547830,SRS4893341,SAMN11978269,simple,9606,Homo sapiens,GSM3862916,,,,,,,no,,,,,GEO,SRA895374,,public,9C21E65146BDD2289A08B60526830E8B,88451483464264B6380291DF2A340FC0
SRR9217645,2020-01-02 09:30:21,2019-06-07 22:05:23,46070373,4607037300,46070373,100,1753,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9217645/SRR9217645.1,SRX5988144,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP200817,PRJNA547830,3,547830,SRS4893342,SAMN11978268,simple,9606,Homo sapiens,GSM3862917,,,,,,,no,,,,,GEO,SRA895374,,public,FC6DA5F89495C869ABB8B1FCAB3366CF,7FEFD416D6F348F10C0801CA446AC1CF
SRR9217646,2020-01-02 09:30:21,2019-06-07 22:03:07,37091155,3709115500,37091155,100,1414,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9217646/SRR9217646.1,SRX5988145,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP200817,PRJNA547830,3,547830,SRS4893343,SAMN11978267,simple,9606,Homo sapiens,GSM3862918,,,,,,,no,,,,,GEO,SRA895374,,public,7BD0D60F900B4AA815D575EAF4C89CE9,8E99D2B05AF18D399AFB94B254CA3E7D
SRR9217647,2020-01-02 09:30:21,2019-06-07 22:01:57,37138366,3713836600,37138366,100,1414,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9217647/SRR9217647.1,SRX5988146,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP200817,PRJNA547830,3,547830,SRS4893344,SAMN11978266,simple,9606,Homo sapiens,GSM3862919,,,,,,,no,,,,,GEO,SRA895374,,public,A7F9B25B32A54938081A749474066335,114C64664FFE230BE8FE7B383FB3687D
SRR9217648,2020-01-02 09:30:21,2019-06-07 21:56:35,25890448,2589044800,25890448,100,982,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9217648/SRR9217648.1,SRX5988147,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP200817,PRJNA547830,3,547830,SRS4893345,SAMN11978265,simple,9606,Homo sapiens,GSM3862920,,,,,,,no,,,,,GEO,SRA895374,,public,C64AC44ADDCC9B132AE576FAE8163729,2E9B4250D1A5E0C5455883C52E48D267
SRR9217649,2020-01-02 09:30:21,2019-06-07 21:59:26,25822954,2582295400,25822954,100,978,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-20/SRR9217649/SRR9217649.1,SRX5988148,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP200817,PRJNA547830,3,547830,SRS4893346,SAMN11978264,simple,9606,Homo sapiens,GSM3862921,,,,,,,no,,,,,GEO,SRA895374,,public,3976571222A485FA999047C5049D6868,010A5851D8139D3624C894860D6E31D0
SRR9217650,2020-01-02 09:30:21,2019-06-07 22:00:44,29524667,2952466700,29524667,100,1114,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos2/sra-pub-run-15/SRR9217650/SRR9217650.1,SRX5988149,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP200817,PRJNA547830,3,547830,SRS4893347,SAMN11978263,simple,9606,Homo sapiens,GSM3862922,,,,,,,no,,,,,GEO,SRA895374,,public,586CB5B4FDC6F3ADEE09A34B92054EBA,2C033C25DAD0DD074EF6251B82E47B7D
SRR9217651,2020-01-02 09:30:22,2019-06-07 22:00:14,29369037,2936903700,29369037,100,1105,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos3/sra-pub-run-21/SRR9217651/SRR9217651.1,SRX5988150,,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 4000,SRP200817,PRJNA547830,3,547830,SRS4893348,SAMN11978262,simple,9606,Homo sapiens,GSM3862923,,,,,,,no,,,,,GEO,SRA895374,,public,F750173C81929A55674B8FF7143132C0,308A2E93EC3634865520980FBB133CCC
